Problem,Planner,Dom,Time,Steps,Comp,Stage,cc5Rad,maxEigCentr,cc18Periph,cc47Rad,cc43Rad,cc27M,cc34Cent,cc1Periph,cc13M,cc18Cent,cc33N,cc14N,cc35N,cc22Dens,cc44N,cc14Rad,cc2Rad,cc43MaxEcc,cc12Cent,cc22Rad,cc40Dens,cc39Cent,cc7Dens,cc27Cent,cc38Dens,cc11M,cc9Diam,cc11Cent,cc2Periph,cc33Periph,cc1MaxEcc,trans,cc31Diam,cc34MaxEcc,cc6Periph,cc1Diam,cc28Diam,cc31MaxEcc,cc13MaxEcc,cc7M,cc11N,cc43Periph,cc30MaxEcc,cc41Rad,cc31Rad,cc40M,cc9MaxEcc,cc18Diam,cc6MaxEcc,cc28Cent,cc43Cent,cc3M,cc22Diam,cc25MaxEcc,cc33Dens,cc34M,cc29M,cc35M,cc40Periph,cc47MaxEcc,cc29Dens,cc44Dens,cc9M,cc0Dens,cc0M,cc29Diam,cc14Dens,cc12N,cc47Dens,cc2MaxEcc,cc1M,cc5Dens,cc28Rad,cc26Rad,cc38M,cc40MaxEcc,cc39Diam,cc33Rad,cc0MaxEcc,cc3Periph,cc35Cent,cc29MaxEcc,cc12M,cc5MaxEcc,cc1Cent,cc28M,isolated,edgeCover,cc27MaxEcc,cc27Rad,maxLoadCentr,cc29Rad,cc31Periph,cc35Diam,cc41N,cc12MaxEcc,cc35Dens,cc13Periph,cc40Cent,cc47M,cc0Cent,cc26Periph,cc14M,cc7MaxEcc,cc9Rad,cc3Cent,cc4Dens,cc26Cent,cc12Dens,cc38N,cc14Periph,cc7Cent,cc28MaxEcc,cc30Periph,cc18Dens,cc26N,cc1N,cc43Diam,cc39N,cc29Cent,cc19M,cc5Cent,cc33Diam,cc38Periph,cc29Periph,cc7Rad,cc19Diam,cc2Dens,cc4Cent,cc30N,cc11Periph,cc30Cent,cc22N,cc12Periph,cc18M,cc33M,cc14MaxEcc,cc39Dens,cc25Periph,cc41Cent,cc5Periph,cc6N,cc11MaxEcc,cc0Diam,cc40Diam,cc28N,cc28Periph,cc35Rad,cc39M,ccCount,maxAvgDegConn,cc4Diam,cc13Rad,cc47Cent,cc28Dens,cc3Rad,cc0Periph,cc30Dens,cc13Cent,cc27N,cc47Periph,cc11Diam,cc12Rad,cc4N,cc9N,cc27Diam,cc6Dens,cc11Dens,size,cc40N,cc47N,cc22MaxEcc,cc25Rad,cc44MaxEcc,cc31Cent,cc2Diam,cc25M,cc7N,degAssort,cc6M,vertexCover,cc4Rad,cc18N,cc6Diam,cc25N,maxTriangles,cc0Rad,cc30Rad,cc30M,cc3Diam,cc6Cent,cc38Rad,cc14Diam,cc44M,ccMax,cc3Dens,cc27Dens,cc38MaxEcc,cc39Periph,cc13N,cc2N,cc12Diam,cc9Cent,cc26Diam,cc25Dens,cc34Dens,cc7Diam,cc39MaxEcc,cc7Periph,cc38Cent,cc43M,cc13Diam,cc2M,ccMin,cc19MaxEcc,cc19Periph,cc1Rad,cc41Periph,cc2Cent,cc5N,cc4MaxEcc,cc22M,cc19Dens,cc22Periph,cc44Diam,cc29N,cc4Periph,cc44Periph,maxCloseCentr,cc47Diam,cc35Periph,cc0N,cc41Diam,greedyCol,cc31M,avgClust,cc26M,cc14Cent,cc9Periph,cc18Rad,cc19Rad,cc34Periph,cc43Dens,cc4M,cc25Diam,cc9Dens,cc5M,cc18MaxEcc,cc43N,cc11Rad,cc30Diam,cc39Rad,cc3N,order,cc3MaxEcc,cc33MaxEcc,cc5Diam,cc27Periph,cc44Rad,cc34N,cc38Diam,cc41Dens,cc44Cent,cc26MaxEcc,cc19N,cc6Rad,cc25Cent,cc19Cent,cc13Dens,cc34Rad,cc31N,cc35MaxEcc,cc41MaxEcc,cc41M,cc22Cent,cc40Rad,cc1Dens,cc34Diam,cc31Dens,cc33Cent,cc26Dens,maxBetwCent
logistics-20-0,talplan,logistics,104,111,IPC2000,3,NA,0.10091080206647988,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.9643636363636363,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,1239.0,NA,NA,NA,NA,NA,1239.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,100.0,NA,0.0,56.0,NA,NA,0.0010335010335010327,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,48.875,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4772103805782766,NA,112.0,NA,NA,NA,NA,1133.0,2.0,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44675823364347955,NA,NA,56.0,NA,49.0,NA,0.9043947124304255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,NA,NA,NA,NA,0.001033501033501033
logistics-20-0,talplan,logistics,104,111,IPC2000,4,NA,0.10043652825798224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,0.9385995170748535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,0.0,98.0,NA,NA,0.0002567878856538649,NA,NA,2.0,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,44.0,49.244897959183675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5895559654181126,NA,196.0,NA,NA,NA,NA,1153.0,NA,NA,NA,NA,NA,2.0,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2585470085470085,NA,100.0,NA,NA,49.0,NA,0.5164835558283465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002567878856538651
logistics-20-0,talplan,logistics,104,111,IPC2000,5,NA,0.10091080206647988,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.9643636363636363,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,1239.0,NA,NA,NA,NA,NA,1239.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,100.0,NA,0.0,56.0,NA,NA,0.0010335010335010327,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,48.875,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4772103805782766,NA,112.0,NA,NA,NA,NA,1133.0,2.0,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44675823364347955,NA,NA,56.0,NA,49.0,NA,0.9043947124304255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,NA,NA,NA,NA,0.001033501033501033
logistics-20-1,talplan,logistics,94,106,IPC2000,1,NA,0.25700240407669533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9615384615384616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,8.0,NA,NA,0.0015873015873015882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28571428571428276,NA,16.0,NA,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4666666666666667,NA,NA,NA,NA,7.0,NA,0.9642857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015873015873015873
logistics-20-1,talplan,logistics,94,106,IPC2000,2,NA,0.10043652825798234,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,100.0,NA,0.9385995170748535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,98.0,NA,NA,0.0002567878856538649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,49.244897959183675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5895559654181126,NA,196.0,NA,NA,NA,NA,1153.0,NA,NA,NA,NA,NA,2.0,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2585470085470085,NA,NA,NA,NA,49.0,NA,0.5164835558283465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.0,NA,2.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,0.0002567878856538651
logistics-20-1,talplan,logistics,94,106,IPC2000,3,NA,0.10091080206647993,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.9643636363636363,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,1239.0,NA,NA,NA,NA,NA,1239.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,100.0,NA,0.0,56.0,NA,NA,0.0010335010335010327,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,48.875,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4772103805782766,NA,112.0,NA,NA,NA,NA,1133.0,2.0,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44675823364347955,NA,NA,56.0,NA,49.0,NA,0.9043947124304256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,NA,NA,NA,NA,0.001033501033501033
logistics-20-1,talplan,logistics,94,106,IPC2000,4,NA,0.10043652825798234,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,100.0,NA,0.9385995170748535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,98.0,NA,NA,0.0002567878856538649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,49.244897959183675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5895559654181126,NA,196.0,NA,NA,NA,NA,1153.0,NA,NA,NA,NA,NA,2.0,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2585470085470085,NA,NA,NA,NA,49.0,NA,0.5164835558283465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.0,NA,2.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,0.0002567878856538651
logistics-20-1,talplan,logistics,94,106,IPC2000,5,NA,0.10091080206647993,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.9643636363636363,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,1239.0,NA,NA,NA,NA,NA,1239.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,100.0,NA,0.0,56.0,NA,NA,0.0010335010335010327,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,48.875,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4772103805782766,NA,112.0,NA,NA,NA,NA,1133.0,2.0,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44675823364347955,NA,NA,56.0,NA,49.0,NA,0.9043947124304256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,NA,NA,NA,NA,0.001033501033501033
logistics-21-0,talplan,logistics,94,116,IPC2000,1,NA,0.25700240407669533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9615384615384616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,8.0,NA,NA,0.0015873015873015882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28571428571428276,NA,16.0,NA,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4666666666666667,NA,NA,NA,NA,7.0,NA,0.9642857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015873015873015873
logistics-21-0,talplan,logistics,94,116,IPC2000,2,NA,0.10043652825798229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,0.9385995170748535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,0.0,98.0,NA,NA,0.0002567878856538649,NA,NA,2.0,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,44.0,49.244897959183675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5895559654181126,NA,196.0,NA,NA,NA,NA,1153.0,NA,NA,NA,NA,NA,2.0,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2585470085470085,NA,100.0,NA,NA,49.0,NA,0.5164835558283465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002567878856538651
logistics-21-0,talplan,logistics,94,116,IPC2000,3,NA,0.10091080206647988,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.9643636363636363,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,1239.0,NA,NA,NA,NA,NA,1239.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,100.0,NA,0.0,56.0,NA,NA,0.0010335010335010327,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,48.875,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4772103805782766,NA,112.0,NA,NA,NA,NA,1133.0,2.0,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44675823364347955,NA,NA,56.0,NA,49.0,NA,0.9043947124304256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804545,NA,NA,NA,NA,0.001033501033501033
logistics-21-0,talplan,logistics,94,116,IPC2000,4,NA,0.10043652825798229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,0.9385995170748535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.0,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,0.0,98.0,NA,NA,0.0002567878856538649,NA,NA,2.0,NA,NA,0.836364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,44.0,49.244897959183675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5895559654181126,NA,196.0,NA,NA,NA,NA,1153.0,NA,NA,NA,NA,NA,2.0,NA,NA,56.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2585470085470085,NA,100.0,NA,NA,49.0,NA,0.5164835558283465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002567878856538651
